category	japanese	dialogue	proposed	notes
speaker	スパイスの商人ルーミ	1	Rumi, Spice Merchant	
speaker	見慣れぬ風貌の旅人	2	A Strange-Looking Traveler	
speaker	錬金術師バーバラ	1	Barbara, Alchemist	
speaker	フレイムの民ラハール	1	Laharl, Flame Citizen	
speaker	道具屋ソナリ	4	Sonari, Item Shop Owner	
speaker	フレイムの民アザエ	1	Azai, Flame Citizen	
speaker	宿屋の主人バスデバ	2	Basdeva, Innkeeper	
speaker	セイリューの民モラタ	1	Morata, Seiryu Citizen	
speaker	ウィンダムの市民ギリアム	1	Gilliam, Windam Citizen	
speaker	伝令兵レイモンド	1	Raymond, Messenger	
speaker	武器屋クマル	4	Kumar, Weapon Shop Owner	
speaker	古書収集家ガダ	10	Gada, Antiquarian	
speaker	ナウ―	26	Nau	typo variant of ナウー
speaker	ホムラの偽物	2	Fake Homura	
speaker	試練	1	Trial	
speaker	北の村のオルジ	8	Orji, North Village Man	
speaker	宿屋の女将オジリ	8	Ojiri, Innkeeper's Wife	
speaker	板前キエヤマ	4	Kiyeyama, Chef	
speaker	採石場のヤルモリ	4	Yarmori, Quarry Worker	
speaker	採石場の主人バモヤシ	8	Bamoyashi, Quarry Owner	
speaker	採石場のマリメイ	12	Marimei, Quarry Worker	
speaker	コメ農家の主人ギヨヌマ	3	Giyonuma, Rice Farmer	
speaker	オタキ様	42	Lady Otaki	
speaker	シズク様	20	Lady Shizuku	
speaker	よろず屋の主人ナギヤシ	8	Nagiyashi, General Store Owner	
speaker	鍛冶屋主人トリミズ	22	Trimizu, Blacksmith	
speaker	セイリューの民ハンジ	3	Hanji, Seiryu Citizen	
speaker	錬金術師イマル	6	Imaru, Alchemist	
speaker	見回り中の兵デニー	2	Denny, Soldier on Patrol	
speaker	ライトニング	1	Lightning	
speaker	騎士団長ロイ	3	Roi, Knight Commander	
speaker	警備兵ピロシキン	2	Piroshkin, Guard	
speaker	警備兵カメマル	2	Kamemaru, Guard	
speaker	武者修行帰りの騎士ヘヴィ	2	Heavy, Knight Home from Training	
speaker	休憩中の警備兵ワステッド	2	Wasted, Guard on Break	
speaker	休憩中の警備兵ノックス	2	Knox, Guard on Break	
speaker	橋の警備兵ネサン	1	Nesan, Bridge Guard	
speaker	橋の警備兵ハサン	1	Hasan, Bridge Guard	
speaker	新参兵のトール	3	Thor, New Recruit	
speaker	ピケピケ？	6	Pikepike?	
speaker	ピケピケの声	8	Pikepike's Voice	
