id	file	context	type	japanese	translation
MAP49_e2_p1_158	Map049.json	1	dialogue	やっぱり不合格か？	
MAP49_e2_p1_160	Map049.json	1	dialogue	ナウ―：	Nau:
MAP49_e2_p1_161	Map049.json	1	dialogue	…………試練は	
MAP49_e2_p1_163	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_164	Map049.json	1	dialogue	（また喋った…）	
MAP49_e2_p1_166	Map049.json	1	dialogue	ナウ―：	Nau:
MAP49_e2_p1_167	Map049.json	1	dialogue	…………我は試練、関係ない	
MAP49_e2_p1_169	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_17	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e2_p1_170	Map049.json	1	dialogue	………えっ？	
MAP49_e2_p1_172	Map049.json	1	dialogue	ナウ―：	Nau:
MAP49_e2_p1_173	Map049.json	1	dialogue	…………試練は、我の後ろに	
MAP49_e2_p1_18	Map049.json	0	dialogue	わかってるって…　オレは絶対にこの試練を	
MAP49_e2_p1_19	Map049.json	0	dialogue	乗り越えないといけないんだ…	
MAP49_e2_p1_20	Map049.json	0	dialogue	まだまだ諦めねえぜ…！！	
MAP49_e2_p1_23	Map049.json	0	dialogue	……………………（汗	
MAP49_e2_p1_34	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_35	Map049.json	1	dialogue	……と、言う夢を見た。	
MAP49_e2_p1_4	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e2_p1_44	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_45	Map049.json	1	dialogue	ぜえ…ぜえ…	
MAP49_e2_p1_46	Map049.json	1	dialogue	コレ絶対に無理だ…　オレは勝てない…	
MAP49_e2_p1_49	Map049.json	1	dialogue	………（ホノオの背後を指差す	
MAP49_e2_p1_5	Map049.json	0	dialogue	くそーーー　つえーーー！！	
MAP49_e2_p1_51	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_52	Map049.json	1	dialogue	え？	
MAP49_e2_p1_53	Map049.json	1	dialogue	うしろ…？	
MAP49_e2_p1_67	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_68	Map049.json	1	dialogue	ん？　お前誰だ？	
MAP49_e2_p1_69	Map049.json	1	dialogue	城の奴らが連れ戻しに来させたのか？	
MAP49_e2_p1_72	Map049.json	1	dialogue	　　　　　　　　　　ウィンは頷いた	
MAP49_e2_p1_74	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_75	Map049.json	1	dialogue	ったく…　まあ、でも…	
MAP49_e2_p1_76	Map049.json	1	dialogue	オレぜんぜん試練越えられなかったからなあ。	
MAP49_e2_p1_78	Map049.json	1	dialogue	このまま帰るのなんて、ダセえけど…	
MAP49_e2_p1_79	Map049.json	1	dialogue	仕方ないか。	
MAP49_e2_p1_80	Map049.json	1	dialogue	よし、じゃあかえ…	
MAP49_e2_p1_91	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p1_92	Map049.json	1	dialogue	うわあ！なんだ、おい！？	
MAP49_e2_p1_93	Map049.json	1	dialogue	まだやるのかよ！？	
MAP49_e2_p1_94	Map049.json	1	dialogue	オレは試練あきらめて…	
MAP49_e2_p2_11	Map049.json	0	dialogue	あいつの後ろとか言ってたな…	
MAP49_e2_p2_12	Map049.json	0	dialogue	椅子がある…　あれに座るのかな。	
MAP49_e2_p2_18	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e2_p2_19	Map049.json	0	dialogue	ウィン、って言ったよな。	
MAP49_e2_p2_2	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e2_p2_20	Map049.json	0	dialogue	こんなことしている場合じゃないってことは、	
MAP49_e2_p2_21	Map049.json	0	dialogue	分かってる。	
MAP49_e2_p2_23	Map049.json	0	dialogue	だけどオレ、この試練をちゃんと…	
MAP49_e2_p2_24	Map049.json	0	dialogue	乗り越えたいんだ。	
MAP49_e2_p2_25	Map049.json	0	dialogue	もう少し付き合ってくれよ、頼む。	
MAP49_e2_p2_26_c0	Map049.json	choice	choice	もちろん	
MAP49_e2_p2_26_c1	Map049.json	choice	choice	ダメだよ	
MAP49_e2_p2_29	Map049.json	1	dialogue	ホノオ：	Hono:
MAP49_e2_p2_3	Map049.json	0	dialogue	ちょっとおい！　待て！！	
MAP49_e2_p2_30	Map049.json	1	dialogue	恩に着るぜ！！	
MAP49_e2_p2_31	Map049.json	1	dialogue	とりあえず、あそこの椅子に座ってみるか…	
MAP49_e2_p2_37	Map049.json	1	dialogue	そうか。	
MAP49_e2_p2_38	Map049.json	1	dialogue	でも俺は試練を済ますまでは、ここを	
MAP49_e2_p2_39	Map049.json	1	dialogue	出る気はないぜ。	
MAP49_e2_p2_6	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e2_p2_7	Map049.json	0	dialogue	消えちゃったよ…	
MAP49_e6_p1_11	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e6_p1_12	Map049.json	0	dialogue	…じゃあなに？	
MAP49_e6_p1_13	Map049.json	0	dialogue	試練の…声みたいなこと…？	
MAP49_e6_p1_2	Map049.json	0	dialogue	試練を受けよ　火の勇者よ…	
MAP49_e6_p1_4	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e6_p1_5	Map049.json	0	dialogue	うわ！えっ？	
MAP49_e6_p1_6	Map049.json	0	dialogue	いまの、ウィン、お前の声か？	
MAP49_e6_p1_9	Map049.json	0	dialogue	　　　　　　　　　ウィンは首を横に振った	
MAP49_e7_p0_3	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e7_p0_4	Map049.json	0	dialogue	この椅子に座ると試練が始まるのかな…？	
MAP49_e7_p0_5	Map049.json	0	dialogue	さっきの鎧がすごく試練ぽかったけど…	
MAP49_e7_p0_6	Map049.json	0	dialogue	こっちが本物らしい…	
MAP49_e7_p0_8	Map049.json	0	dialogue	何が起こるかわからないから、	
MAP49_e7_p0_9	Map049.json	0	dialogue	ウィンはちょっと離れていてくれ。	
MAP49_e8_p1_14	Map049.json	0	dialogue	…ホノオ。	
MAP49_e8_p1_17	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e8_p1_18	Map049.json	0	dialogue	え…　そんな…　まさか…	
MAP49_e8_p1_24	Map049.json	0	dialogue	振りむいてはいけない、ホノオ！	
MAP49_e8_p1_25	Map049.json	0	dialogue	振り向いたら、僕は消えてしまう…	
MAP49_e8_p1_27	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e8_p1_28	Map049.json	0	dialogue	マジかよ…　その声…　その声はよ…	
MAP49_e8_p1_33	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e8_p1_34	Map049.json	0	dialogue	アニキの…　ホムラ兄貴の声じゃねえか…	
MAP49_e9_p1_11	Map049.json	0	dialogue	　　　　　なぜかウィンはまったく動けない！	
MAP49_e9_p1_16	Map049.json	0	dialogue	ホノオ、お前に会いたかった。	
MAP49_e9_p1_17	Map049.json	0	dialogue	お前と話したいことが、たくさん残っていた…。	
MAP49_e9_p1_19	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_20	Map049.json	0	dialogue	オレだってそうだよ…	
MAP49_e9_p1_21	Map049.json	0	dialogue	だけどアニキ…アンタは死んだ。	
MAP49_e9_p1_22	Map049.json	0	dialogue	試練てのは、死んだ人間と会うことなのか！？	
MAP49_e9_p1_25	Map049.json	0	dialogue	そうみたいだ…。	
MAP49_e9_p1_26	Map049.json	0	dialogue	継承の試練で何が起こるのか、それは秘密。	
MAP49_e9_p1_27	Map049.json	0	dialogue	だから真実を知るのは常に王のみ…。	
MAP49_e9_p1_29	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_30	Map049.json	0	dialogue	そうだな。	
MAP49_e9_p1_31	Map049.json	0	dialogue	…しかしアニキと話すことになるなんて、	
MAP49_e9_p1_32	Map049.json	0	dialogue	さすがのオレでも全く想像してなかったぜ…	
MAP49_e9_p1_35	Map049.json	0	dialogue	そうさ、ホノオにもわからないことは、	
MAP49_e9_p1_36	Map049.json	0	dialogue	僕にも、誰にだってきっとわからないのさ。	
MAP49_e9_p1_38	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_39	Map049.json	0	dialogue	…マジでアニキなのか？	
MAP49_e9_p1_40	Map049.json	0	dialogue	そうやって、わけのわからねえ褒め方すんの、	
MAP49_e9_p1_41	Map049.json	0	dialogue	マジでホムラ兄貴っぽいんだ…	
MAP49_e9_p1_44	Map049.json	0	dialogue	マジでマジでってたくさん言うのも、ホノオらしいよ。	
MAP49_e9_p1_46	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_47	Map049.json	0	dialogue	アニキ…	
MAP49_e9_p1_48	Map049.json	0	dialogue	オレはずっとアニキみてえになりたいと	
MAP49_e9_p1_49	Map049.json	0	dialogue	思ってた。	
MAP49_e9_p1_51	Map049.json	0	dialogue	誰にでも優しくて…	
MAP49_e9_p1_52	Map049.json	0	dialogue	難しい本をたくさん読んでいて…	
MAP49_e9_p1_53	Map049.json	0	dialogue	誰もが立派だと褒めるアニキみてえに…	
MAP49_e9_p1_56	Map049.json	0	dialogue	…そうか。	
MAP49_e9_p1_58	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_59	Map049.json	0	dialogue	だからアニキが死んでから大変だったんだ。	
MAP49_e9_p1_60	Map049.json	0	dialogue	オレはたくさん本を読んでみた。	
MAP49_e9_p1_61	Map049.json	0	dialogue	みんなに敬語使って話してみたりもした。	
MAP49_e9_p1_63	Map049.json	0	dialogue	オレは…	
MAP49_e9_p1_64	Map049.json	0	dialogue	誰よりも優しくて頭のいいアニキが…	
MAP49_e9_p1_65	Map049.json	0	dialogue	この国の王になるのが、オレはマジで	
MAP49_e9_p1_66	Map049.json	0	dialogue	楽しみだったんだよ…	
MAP49_e9_p1_69	Map049.json	0	dialogue	…ホノオ。	
MAP49_e9_p1_7	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_71	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_72	Map049.json	0	dialogue	アニキの真似をし始めたオレを見て…	
MAP49_e9_p1_73	Map049.json	0	dialogue	みんなは余計にがっかりした…。	
MAP49_e9_p1_75	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_76	Map049.json	0	dialogue	いくら本を読んでも何も頭に入らねえし…	
MAP49_e9_p1_77	Map049.json	0	dialogue	敬語だって全然使えなくて…	
MAP49_e9_p1_78	Map049.json	0	dialogue	結局、みじめになっただけだったぜ。	
MAP49_e9_p1_8	Map049.json	0	dialogue	ウィン！いるのか、オレのアニキがそこに…！	
MAP49_e9_p1_81	Map049.json	0	dialogue	つらい思いをしたんだな、ホノオ。	
MAP49_e9_p1_83	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p1_84	Map049.json	0	dialogue	ああ…　オレはアニキになれねんだよ…	
MAP49_e9_p2_15	Map049.json	0	dialogue	僕が生き返って、ちゃんと王になるよ。	
MAP49_e9_p2_19	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p2_20	Map049.json	0	dialogue	生き返るって…	
MAP49_e9_p2_21	Map049.json	0	dialogue	一体どうやって？	
MAP49_e9_p2_24	Map049.json	0	dialogue	ホノオ、おまえのその火の紋章だ。	
MAP49_e9_p2_30	Map049.json	0	dialogue	おまえのその紋章をぼくに継承すれば、	
MAP49_e9_p2_31	Map049.json	0	dialogue	ぼくは生き返る…。	
MAP49_e9_p2_34	Map049.json	0	dialogue	おまえがずっと望んでいた世界になる…	
MAP49_e9_p2_35	Map049.json	0	dialogue	ぼくが王になって、この国をよくできる…	
MAP49_e9_p2_37	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p2_38	Map049.json	0	dialogue	…これが、試練てことか？	
MAP49_e9_p2_41	Map049.json	0	dialogue	そうだよ、ホノオ。	
MAP49_e9_p2_42	Map049.json	0	dialogue	ここは死人の魂の通り道…	
MAP49_e9_p2_43	Map049.json	0	dialogue	ここでなら、死者に継承して復活させることができる	
MAP49_e9_p2_46	Map049.json	0	dialogue	さあ、考えてくれ、ホノオ…	
MAP49_e9_p2_6	Map049.json	0	dialogue	なあ、ホノオ。	
MAP49_e9_p2_9	Map049.json	0	dialogue	僕が生き返ったらどうする？	
MAP49_e9_p3_11	Map049.json	0	dialogue	そんでオレは、剣を振り回して	
MAP49_e9_p3_12	Map049.json	0	dialogue	走り回っていればいい…。	
MAP49_e9_p3_13	Map049.json	0	dialogue	そう、それこそオレの望んだ未来だった…。	
MAP49_e9_p3_16	Map049.json	0	dialogue	その未来が手に入るんだよ、ホノオ。	
MAP49_e9_p3_22	Map049.json	0	dialogue	さあ、ぼくに紋章を継承しよう。	
MAP49_e9_p3_23	Map049.json	0	dialogue	そして二人の夢を叶えよう。	
MAP49_e9_p3_25	Map049.json	0	dialogue	ウィン：	Win:
MAP49_e9_p3_29	Map049.json	0	dialogue	　　　　　　ウィンは叫ぼうとしたが声が出ない	
MAP49_e9_p3_32	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_33	Map049.json	0	dialogue	うっ…　　ううっ…	
MAP49_e9_p3_36	Map049.json	0	dialogue	ホノオ、どうして泣くんだ？	
MAP49_e9_p3_38	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_39	Map049.json	0	dialogue	うっ…　それはよう…	
MAP49_e9_p3_48	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_49	Map049.json	0	dialogue	オマエがアニキの偽物だとわかって	
MAP49_e9_p3_50	Map049.json	0	dialogue	心から悲しんでるからだよーーー！！	
MAP49_e9_p3_53	Map049.json	0	dialogue	なんだって！？	
MAP49_e9_p3_55	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_56	Map049.json	0	dialogue	くそー！！！	
MAP49_e9_p3_57	Map049.json	0	dialogue	ホントにアニキかもって思ったのによー！！	
MAP49_e9_p3_60	Map049.json	0	dialogue	いやいや、ホノオ！	
MAP49_e9_p3_61	Map049.json	0	dialogue	ぼくホムラだから！！	
MAP49_e9_p3_63	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_64	Map049.json	0	dialogue	あのなー試練さんよーーー	
MAP49_e9_p3_66	Map049.json	0	dialogue	アニキはオレのことをバカにしたことは	
MAP49_e9_p3_67	Map049.json	0	dialogue	一度もねえんだよ…	
MAP49_e9_p3_69	Map049.json	0	dialogue	オレがマジで気にしているマジでマジでの	
MAP49_e9_p3_7	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_70	Map049.json	0	dialogue	口癖のことを…	
MAP49_e9_p3_71	Map049.json	0	dialogue	俺らしいとか絶対に言わねえんだよ、	
MAP49_e9_p3_72	Map049.json	0	dialogue	本物ならよーーーーーーー！！	
MAP49_e9_p3_74	Map049.json	0	dialogue	ホムラの偽物：	Fake Homura:
MAP49_e9_p3_75	Map049.json	0	dialogue	ぐっ！	
MAP49_e9_p3_77	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_78	Map049.json	0	dialogue	あとなー試練さんよーーー	
MAP49_e9_p3_8	Map049.json	0	dialogue	…ホムラ兄貴が王になって、この国を	
MAP49_e9_p3_80	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p3_81	Map049.json	0	dialogue	アニキはよー…	
MAP49_e9_p3_82	Map049.json	0	dialogue	王になりたくなかったんだよ…	
MAP49_e9_p3_84	Map049.json	0	dialogue	アニキは王になりたくなかった…	
MAP49_e9_p3_85	Map049.json	0	dialogue	アニキはいつも…	
MAP49_e9_p3_86	Map049.json	0	dialogue	オレに王になれと言っていたんだ…	
MAP49_e9_p3_87	Map049.json	0	dialogue	…オレにだけよーーーー！！！	
MAP49_e9_p3_89	Map049.json	0	dialogue	だから、アニキなら、本物のアニキなら…	
MAP49_e9_p3_9	Map049.json	0	dialogue	どんどん良くする。	
MAP49_e9_p3_91	Map049.json	0	dialogue	王になりたいなんて言わねえんだよ！！	
MAP49_e9_p3_92	Map049.json	0	dialogue	マジでよーーーーーーーー！！！！	
MAP49_e9_p3_94	Map049.json	0	dialogue	ホムラの偽物：	Fake Homura:
MAP49_e9_p3_95	Map049.json	0	dialogue	ぐわーーーーーーーーーーー	
MAP49_e9_p4_12	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p4_13	Map049.json	0	dialogue	…もう振り向いても大丈夫そう？	
MAP49_e9_p4_16	Map049.json	0	dialogue	　　　　　　　　　　ウィンは頷いた	
MAP49_e9_p4_22	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p4_3	Map049.json	0	dialogue	試練：	Trial:
MAP49_e9_p4_33	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p4_34	Map049.json	0	dialogue	なあ、ウィン。	
MAP49_e9_p4_35	Map049.json	0	dialogue	オレの試練ぶり、どうだった？	
MAP49_e9_p4_38	Map049.json	0	dialogue	　　　　　　　　　　ウィンは頷いた	
MAP49_e9_p4_4	Map049.json	0	dialogue	合格！！！！！！！！！	
MAP49_e9_p4_40	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p4_41	Map049.json	0	dialogue	こんなのに付き合わせて悪かったな…	
MAP49_e9_p4_42	Map049.json	0	dialogue	さあ、親父にどやされに行くか！	
MAP49_e9_p4_7	Map049.json	0	dialogue	ホノオ：	Hono:
MAP49_e9_p4_8	Map049.json	0	dialogue	へ…？	
MAP50_e35_p0_16	Map050.json	0	dialogue	ん？　おい、ナガレ。	
MAP50_e35_p0_17	Map050.json	0	dialogue	誰か来たぞ。	
MAP50_e35_p0_20	Map050.json	0	dialogue	うん…　なんかすごく強そうなひとたちだ…	
MAP50_e35_p0_21	Map050.json	0	dialogue	手伝ってもら…	
MAP50_e35_p0_25	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p0_26	Map050.json	0	dialogue	うるせえ！！　よそもんなんぞ邪魔だ！	
MAP50_e35_p0_27	Map050.json	0	dialogue	あたしらだけで十分だろうが…	
MAP50_e35_p0_28	Map050.json	0	dialogue	行くぞ、トリカゼ！マハリ！	
MAP50_e35_p0_36	Map050.json	0	dialogue	トリカゼ：	Torikaze:
MAP50_e35_p0_37	Map050.json	0	dialogue	そりゃそうだ。	
MAP50_e35_p0_38	Map050.json	0	dialogue	ちょっとまっとけよー　よそもんさんがたー	
MAP50_e35_p0_40	Map050.json	0	dialogue	マハリ：	Mahari:
MAP50_e35_p0_41	Map050.json	0	dialogue	えー！？	
MAP50_e35_p0_42	Map050.json	0	dialogue	大丈夫かなあ…　ぼくの剣術で…	
MAP50_e35_p0_7	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p0_8	Map050.json	0	dialogue	うおおお！？	
MAP50_e35_p0_9	Map050.json	0	dialogue	なんだあのデッカイ魔物はー！！	
MAP50_e35_p1_10	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_100	Map050.json	0	dialogue	俺らは火と風の紋章の継承者の、ホノオと	
MAP50_e35_p1_101	Map050.json	0	dialogue	ウィンだ。	
MAP50_e35_p1_105	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_106	Map050.json	0	dialogue	なんだって？	
MAP50_e35_p1_108	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_109	Map050.json	0	dialogue	闇のエレメントが復活しようとしてる。	
MAP50_e35_p1_11	Map050.json	0	dialogue	つ、つええ…	
MAP50_e35_p1_110	Map050.json	0	dialogue	それで、水の継承者と合流する為に、	
MAP50_e35_p1_111	Map050.json	0	dialogue	オレたちはここに来たのさ！	
MAP50_e35_p1_114	Map050.json	0	dialogue	　　ウィンとホノオは左手の紋章をナガレに見せた	
MAP50_e35_p1_117	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_118	Map050.json	0	dialogue	本当みたいだな…。	
MAP50_e35_p1_119	Map050.json	0	dialogue	じゃああたしも…	
MAP50_e35_p1_122	Map050.json	0	dialogue	　　　　ナガレはウィンとホノオに紋章を見せた	
MAP50_e35_p1_124	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_125	Map050.json	0	dialogue	あたしがセイリュー当主であり、	
MAP50_e35_p1_126	Map050.json	0	dialogue	水の紋章の継承者さ！	
MAP50_e35_p1_128	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_129	Map050.json	0	dialogue	あんたが継承者か！	
MAP50_e35_p1_13	Map050.json	0	dialogue	ウィン：	Win:
MAP50_e35_p1_130	Map050.json	0	dialogue	これは頼りに………　　っておい	
MAP50_e35_p1_132	Map050.json	0	dialogue	あんたの紋章…　なんか違うくねえか？	
MAP50_e35_p1_134	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_135	Map050.json	0	dialogue	は…？	
MAP50_e35_p1_136	Map050.json	0	dialogue	なんだよ、違うって…	
MAP50_e35_p1_137	Map050.json	0	dialogue	いやいや、本当にあたしが継承者だし…	
MAP50_e35_p1_139	Map050.json	0	dialogue	トリカゼ：	Torikaze:
MAP50_e35_p1_140	Map050.json	0	dialogue	おいおい、変なケチ入れんじゃねえぞ。	
MAP50_e35_p1_141	Map050.json	0	dialogue	ナガレはれっきとした継承者さ。	
MAP50_e35_p1_143	Map050.json	0	dialogue	マハリ：	Mahari:
MAP50_e35_p1_144	Map050.json	0	dialogue	本当です。	
MAP50_e35_p1_145	Map050.json	0	dialogue	ナガレは先日、前当主のシズク様から、	
MAP50_e35_p1_146	Map050.json	0	dialogue	正式な紋章継承の儀式を行いました。	
MAP50_e35_p1_148	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_149	Map050.json	0	dialogue	その通り！！	
MAP50_e35_p1_150	Map050.json	0	dialogue	これ以上あたしと紋章を侮辱するなら、	
MAP50_e35_p1_151	Map050.json	0	dialogue	おまえたち、ただじゃおかねえぞ…	
MAP50_e35_p1_153	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_154	Map050.json	0	dialogue	いやでもよ…	
MAP50_e35_p1_155	Map050.json	0	dialogue	なあ、もしかして、それ墨か…？	
MAP50_e35_p1_156	Map050.json	0	dialogue	墨か何かで書いてあるのか…？	
MAP50_e35_p1_158	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_159	Map050.json	0	dialogue	は？	
MAP50_e35_p1_16	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_160	Map050.json	0	dialogue	そうだよ。毎朝墨入れするのが、継承者の	
MAP50_e35_p1_161	Map050.json	0	dialogue	役目だからな。	
MAP50_e35_p1_165	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_166	Map050.json	0	dialogue	………えっ？	
MAP50_e35_p1_168	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_169	Map050.json	0	dialogue	……え？	
MAP50_e35_p1_17	Map050.json	0	dialogue	ふーっ…	
MAP50_e35_p1_172	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_173	Map050.json	0	dialogue	いやいやいやいやいやいやいやいや…	
MAP50_e35_p1_175	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_176	Map050.json	0	dialogue	いやいやいやいやいやいや…　は？？	
MAP50_e35_p1_178	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_179	Map050.json	0	dialogue	紋章は書いたり消えたりとかじゃないから！	
MAP50_e35_p1_18	Map050.json	0	dialogue	こいつで終りみたいだな。	
MAP50_e35_p1_180	Map050.json	0	dialogue	勝手に刻まれて、消えないから！！	
MAP50_e35_p1_181	Map050.json	0	dialogue	何かもう、バシッてなるから！！	
MAP50_e35_p1_183	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_184	Map050.json	0	dialogue	え…　なに？　何を言っているんだあんた…	
MAP50_e35_p1_185	Map050.json	0	dialogue	だってあたしが継承者で…紋章が…	
MAP50_e35_p1_187	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_188	Map050.json	0	dialogue	わかったわかった！	
MAP50_e35_p1_189	Map050.json	0	dialogue	じゃあオレとウィンの紋章こすってみろ！	
MAP50_e35_p1_191	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_192	Map050.json	0	dialogue	そんな馬鹿な…	
MAP50_e35_p1_199	Map050.json	0	dialogue	　　　ナガレはウィンとホノオの紋章をこすった！	
MAP50_e35_p1_201	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_202	Map050.json	0	dialogue	そんな馬鹿な………	
MAP50_e35_p1_204	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_205	Map050.json	0	dialogue	いたいいたい…　もうわかったろ…	
MAP50_e35_p1_207	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_208	Map050.json	0	dialogue	消えない…　消えないぞ…	
MAP50_e35_p1_210	Map050.json	0	dialogue	ウィン：	Win:
MAP50_e35_p1_213	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_214	Map050.json	0	dialogue	消えない…！消えない！！そんな……！！	
MAP50_e35_p1_216	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_217	Map050.json	0	dialogue	いたいいたい！！！いたいってのーーー！！！	
MAP50_e35_p1_22	Map050.json	0	dialogue	トリカゼ：	Torikaze:
MAP50_e35_p1_223	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_224	Map050.json	0	dialogue	消えない！！真っ赤になっても消えない…！	
MAP50_e35_p1_226	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_227	Map050.json	0	dialogue	まっかっかになるまでこするんじゃねえ！！	
MAP50_e35_p1_229	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_23	Map050.json	0	dialogue	いやー、久々に見たナガレちゃんの刀さばき、	
MAP50_e35_p1_230	Map050.json	0	dialogue	………どういうことだ？	
MAP50_e35_p1_231	Map050.json	0	dialogue	あたしの紋章はこいつらのと違う…？	
MAP50_e35_p1_233	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_234	Map050.json	0	dialogue	じゃあおまえ、その紋章、ちゃんと光るか？	
MAP50_e35_p1_235	Map050.json	0	dialogue	魔法は使えるのか？	
MAP50_e35_p1_237	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_238	Map050.json	0	dialogue	光る…って？	
MAP50_e35_p1_239	Map050.json	0	dialogue	ていうか、ま、まほう……？	
MAP50_e35_p1_24	Map050.json	0	dialogue	惚れ惚れするねえ。	
MAP50_e35_p1_256	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_257	Map050.json	0	dialogue	…な？	
MAP50_e35_p1_259	Map050.json	0	dialogue	ナガレ：	Nagare:
MAP50_e35_p1_26	Map050.json	0	dialogue	マハリ：	Mahari:
MAP50_e35_p1_260	Map050.json	0	dialogue	光った…　めちゃくちゃ光った……	
MAP50_e35_p1_262	Map050.json	0	dialogue	ホノオ：	Hono:
MAP50_e35_p1_263	Map050.json	0	dialogue	そう、光るし…	
MAP50_e35_p1_264	Map050.json	0	dialogue	オレは魔法で爆発起こせるし、ウィンは何か	
MAP50_e35_p1_265	Map050.json	0	dialogue	体中風をまとって超速くなったりできるぞ。	
MAP50_e35_p1_27	Map050.json	0	dialogue	ぼくの剣も敵にちゃんと効いてよかった…	
MAP50_e35_p1_31	Map050.json	0	dialogue	トリカゼ：	Torikaze:
MAP50_e35_p1_32	Map050.json	0	dialogue	お前の剣だって相当のもんだぞ。	
